SENTENCE_INDEX,FORM,XPOSTAG,UPOSTAG,ID,SENTENCE_LENGTH,LEMMA,FEATS,HEAD,DEPREL,DEPS,MISC,SENTENCE,IS_DIALOUGE
0,and,CC,CONJ,19,42,_,_,18,cc,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,curious,JJ,ADJ,20,42,_,_,18,conj,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,volume,NN,NOUN,21,42,_,_,15,pobj,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,of,IN,ADP,22,42,_,_,21,prep,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,forgotten,VBN,VERB,23,42,_,_,24,amod,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,lore,NN,NOUN,24,42,_,_,22,pobj,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,,.,_,25,42,,,,_,31,punct,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,While,IN,ADP,26,42,_,_,28,mark,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,I,PRP,PRON,27,42,_,_,28,nsubj,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,nodded,VBD,VERB,28,42,_,_,31,dep,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,,.,_,29,42,,,,_,31,punct,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,nearly,RB,ADV,30,42,_,_,31,advmod,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,napping,VBG,VERB,31,42,_,_,9,dobj,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,,.,_,32,42,,,,_,35,punct,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,suddenly,RB,ADV,33,42,_,_,35,advmod,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,there,EX,DET,34,42,_,_,35,expl,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,came,VBD,VERB,35,42,_,_,0,ROOT,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,a,DT,DET,36,42,_,_,37,det,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,tapping,NN,NOUN,37,42,_,_,35,dobj,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,,.,_,38,42,,,,_,35,punct,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,As,IN,ADP,39,42,_,_,35,prep,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,of,IN,ADP,40,42,_,_,39,pcomp,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,some,DT,DET,41,42,_,_,42,quantmod,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,one,CD,NUM,42,42,_,_,44,num,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,gently,RB,ADV,43,42,_,_,44,amod,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,rapping,VBG,VERB,44,42,_,_,40,pobj,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,,.,_,45,42,,,,_,44,punct,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,rapping,VBG,VERB,46,42,_,_,44,partmod,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,at,IN,ADP,47,42,_,_,46,prep,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,my,PRP$,PRON,48,42,_,_,50,poss,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,chamber,NN,NOUN,49,42,_,_,50,nn,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
0,door,NN,NOUN,50,42,_,_,47,pobj,_,_,"Once upon a midnight dreary, while I pondered, weak and weary, Over many a quaint and curious volume of forgotten lore, While I nodded, nearly napping, suddenly there came a tapping, As of some one gently rapping, rapping at my chamber door",False
1,``,``,.,1,16,_,_,5,punct,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,'T,NN,NOUN,2,16,_,_,5,nsubj,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,is,VBZ,VERB,3,16,_,_,5,cop,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,some,DT,DET,4,16,_,_,5,det,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,visiter,NN,NOUN,5,16,_,_,0,ROOT,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,,.,_,6,16,,,,_,9,punct,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,'','',.,7,16,_,_,9,punct,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,I,PRP,PRON,8,16,_,_,9,nsubj,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,muttered,VBD,VERB,9,16,_,_,5,dep,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,,.,_,10,16,,,,_,9,punct,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,``,``,.,11,16,_,_,5,punct,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,tapping,VBG,VERB,12,16,_,_,5,xcomp,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,at,IN,ADP,13,16,_,_,12,prep,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,my,PRP$,PRON,14,16,_,_,16,poss,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,chamber,NN,NOUN,15,16,_,_,16,nn,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,door,NN,NOUN,16,16,_,_,13,pobj,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,,.,_,17,16,,,,_,12,punct,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,Only,RB,ADV,18,16,_,_,19,advmod,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,this,DT,DET,19,16,_,_,12,dobj,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,,.,_,20,16,,,,_,5,punct,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,and,CC,CONJ,21,16,_,_,5,cc,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,nothing,NN,NOUN,22,16,_,_,5,conj,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
1,more,JJR,ADJ,23,16,_,_,22,advmod,_,_,"""'T is some visiter,"" I muttered, ""tapping at my chamber door,  Only this, and nothing more",True
2,``,``,.,1,1,_,_,0,ROOT,_,_,"""",True
3,Ah,UH,X,1,21,_,_,5,discourse,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,,.,_,2,21,,,,_,5,punct,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,distinctly,RB,ADV,3,21,_,_,5,advmod,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,I,PRP,PRON,4,21,_,_,5,nsubj,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,remember,VBP,VERB,5,21,_,_,0,ROOT,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,it,PRP,PRON,6,21,_,_,7,nsubj,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,was,VBD,VERB,7,21,_,_,5,ccomp,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,in,IN,ADP,8,21,_,_,7,prep,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,the,DT,DET,9,21,_,_,11,det,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,bleak,JJ,ADJ,10,21,_,_,11,amod,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,December,NNP,NOUN,11,21,_,_,8,pobj,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,,.,_,12,21,,,,_,5,punct,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,And,CC,CONJ,13,21,_,_,5,cc,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,each,DT,DET,14,21,_,_,17,det,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,separate,JJ,ADJ,15,21,_,_,17,amod,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,dying,VBG,VERB,16,21,_,_,17,amod,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,ember,NN,NOUN,17,21,_,_,18,nsubj,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,wrought,VBD,VERB,18,21,_,_,5,conj,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,its,PRP$,PRON,19,21,_,_,20,poss,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,ghost,NN,NOUN,20,21,_,_,18,dobj,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,upon,IN,ADP,21,21,_,_,20,prep,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,the,DT,DET,22,21,_,_,23,det,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
3,floor,NN,NOUN,23,21,_,_,21,pobj,_,_,"Ah, distinctly I remember it was in the bleak December, And each separate dying ember wrought its ghost upon the floor",False
4,Eagerly,RB,ADV,1,37,_,_,3,advmod,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,I,PRP,PRON,2,37,_,_,3,nsubj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,wished,VBD,VERB,3,37,_,_,0,ROOT,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,the,DT,DET,4,37,_,_,5,det,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,morrow,NN,NOUN,5,37,_,_,3,dobj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,:,:,.,6,37,_,_,3,punct,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,,.,_,7,37,,,,_,3,punct,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,vainly,RB,ADV,8,37,_,_,11,advmod,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,I,PRP,PRON,9,37,_,_,11,nsubj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,had,VBD,VERB,10,37,_,_,11,aux,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,sought,VBN,VERB,11,37,_,_,3,dep,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,to,TO,PRT,12,37,_,_,13,aux,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,borrow,VB,VERB,13,37,_,_,11,xcomp,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,From,IN,ADP,14,37,_,_,13,prep,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,my,PRP$,PRON,15,37,_,_,16,poss,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,books,NNS,NOUN,16,37,_,_,14,pobj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,surcease,NN,NOUN,17,37,_,_,13,dobj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,of,IN,ADP,18,37,_,_,17,prep,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,sorrow,NN,NOUN,19,37,_,_,18,pobj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,,.,_,20,37,,,,_,11,punct,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,sorrow,NN,NOUN,21,37,_,_,11,dobj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,for,IN,ADP,22,37,_,_,21,prep,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,the,DT,DET,23,37,_,_,25,det,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,lost,VBN,VERB,24,37,_,_,25,amod,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,Lenore,NNP,NOUN,25,37,_,_,22,pobj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,,.,_,26,37,,,,_,11,punct,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,For,IN,ADP,27,37,_,_,11,prep,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,the,DT,DET,28,37,_,_,32,det,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,rare,JJ,ADJ,29,37,_,_,32,amod,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,and,CC,CONJ,30,37,_,_,29,cc,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,radiant,JJ,ADJ,31,37,_,_,29,conj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,maiden,NN,NOUN,32,37,_,_,27,pobj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,whom,WP,PRON,33,37,_,_,32,prep,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,the,DT,DET,34,37,_,_,36,det,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,angels,NNS,NOUN,35,37,_,_,36,nn,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,name,NN,NOUN,36,37,_,_,33,pobj,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,Lenore,NNP,NOUN,37,37,_,_,36,dep,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,,.,_,38,37,,,,_,37,punct,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
4,Nameless,NNP,NOUN,39,37,_,_,37,appos,_,_,"Eagerly I wished the morrow:, vainly I had sought to borrow From my books surcease of sorrow, sorrow for the lost Lenore,  For the rare and radiant maiden whom the angels name Lenore,  Nameless here for evermore",False
