FILENAME,TEXT,FOUND_PROPER_NOUN,MISSED_PROPER_NOUN,FOUND_PRONOUN,MISSED_PRONOUN
barrie_peter_pan," [he]_p238 said,. ""it is some nonsense [Nana]_n79 has been putting into [their]_p239 heads just the sort of idea a dog would have. Leave [it]_p240 alone, and [it]_p241 will blow over. But [it]_p242 would not blow over and soon the troublesome boy gave [Mrs Darling]_n80 quite a shock. Children have the strangest adventures without being troubled by them. For instance, [they]_p243 may remember to mention, a week after the event happened, that when [they]_p244 were in the wood [they]_p244 had met [their]_p246 dead father and had a game with him. [It]_p247 was in this casual way that [Wendy]_n81 one morning made a disquieting revelation. Some leaves of a tree had been found on the nursery floor, which certainly were not there when the children went to bed, and [Mrs Darling]_n82 was puzzling over [them]_p248 when [Wendy]_n83 said with a tolerant smile:. ""I do believe [it]_p249 is that [Peter]_n84 again!. ""Whatever do [you]_p250 mean, [Wendy]_n85 ?.",7,,13,
barrie_peter_pan," ""It is so naughty of [him]_p251 not to wipe [his]_p252 feet,"". [Wendy]_n86 said, sighing. [She]_p253 was a tidy child. [She]_p254 explained in quite a matter-of-fact way that [she]_p255 thought [Peter]_n87 sometimes came to the nursery in the night and sat on the foot of [her]_p256 bed and played on [his]_p258 pipes to her. Unfortunately [she]_p259 never woke, so [she]_p260 didn't know how [she]_p260 knew, [she]_p261 just knew. ""What nonsense [you]_p263 talk, precious. No one can get into the house without knocking. ""I think [he]_p264 comes in by the window,"". [she]_p265 said. ""My love, [it]_p266 is three floors up.",2,,15,
barrie_peter_pan," ""Were not the leaves at the foot of the window, mother?   [It]_p267 was quite true the leaves had been found very near the window. [Mrs Darling]_n88 did not know what to think, for [it]_p268 all seemed so natural to [Wendy]_n89 that [you]_p270 could not dismiss [it]_p269 by saying [she]_p271 had been dreaming. ""My child,"". the mother cried,. ""why did [you]_p272 not tell [me]_p273 of this before?. ""I forgot,"". said [Wendy]_n90 lightly. [She]_p274 was in a hurry to get [her]_p275 breakfast. Oh, surely [she]_p276 must have been dreaming. But, on the other hand, there were the leaves.",3,,10,
barrie_peter_pan," [Mrs Darling]_n91 examined [them]_p277 very carefully [they]_p278 were skeleton leaves, but [she]_p280 was sure [they]_p279 did not come from any tree that grew in [England]_n92. [She]_p281 crawled about the floor, peering at [it]_p282 with a candle for marks of a strange foot. [She]_p283 rattled the poker up the chimney and tapped the walls. [She]_p284 let down a tape from the window to the pavement, and [it]_p285 was a sheer drop of thirty feet, without so much as a spout to climb up by. Certainly [Wendy]_n93 had been dreaming. But [Wendy]_n94 had not been dreaming, as the very next night showed, the night on which the extraordinary adventures of these children may be said to have begun. On the night [we]_p286 speak of all the children were once more in bed. [It]_p287 happened to be [Nana]_n95 's evening off, and [Mrs Darling]_n96 had bathed [them]_p288 and sung to [them]_p289 till one by one [they]_p290 had let go [her]_p291 hand and slid away into the land of sleep. All were looking so safe and cosy that [she]_p292 smiled at [her]_p293 fears now and sat down tranquilly by the fire to sew. [It]_p294 was something for [Michael]_n97 , who on [his]_p295 birthday was getting into shirts.",7,,19,
barrie_peter_pan," The fire was warm, however, and the nursery dimly lit by three night-lights, and presently the sewing lay on [Mrs Darling]_n98 's lap. Then [her]_p296 head nodded, oh, so gracefully. [She]_p297 was [asleep]_n99. Look at the four of them, [Wendy]_n100 and [Michael]_n101 over there, [John]_n102 here, and [Mrs Darling]_n103 by the fire. There should have been a fourth night-light. While [she]_p298 slept [she]_p299 had a dream. [She]_p300 dreamt that the [Neverland]_n104 had come too near and that a strange boy had broken through from it. [He]_p301 did not alarm her, for [she]_p302 thought [she]_p303 had seen [him]_p304 before in the faces of many women who have no children. Perhaps [he]_p305 is to be found in the faces of some mothers also. But in [her]_p306 dream [he]_p307 had rent the film that obscures the [Neverland]_n105 , and [she]_p308 saw [Wendy]_n106 and [John]_n107 and [Michael]_n108 peeping through the gap.",11,,13,
barrie_peter_pan," The dream by [itself]_p309 would have been a trifle, but while [she]_p310 was dreaming the window of the nursery blew open, and a boy did drop on the floor. [He]_p311 was accompanied by a strange light, no bigger than [your]_p312 fist, which darted about the room like a living thing and [I]_p313 think [it]_p314 must have been this light that wakened [Mrs Darling]_n109. [She]_p315 started up with a cry, and saw the boy, and somehow [she]_p316 knew at once that [he]_p317 was [Peter Pan]_n110. If [you]_p318 or [I]_p319 or [Wendy]_n111 had been there [we]_p320 should have seen that [he]_p321 was very like [Mrs Darling]_n112 's kiss. [He]_p322 was a lovely boy, clad in skeleton leaves and the juices that ooze out of trees but the most entrancing thing about [him]_p323 was that [he]_p324 had all [his]_p325 first teeth. When [he]_p326 saw [she]_p328 was a grown-up, [he]_p327 gnashed the little pearls at her. Chapter 2 THE SHADOW [Mrs Darling]_n113 screamed, and, as if in answer to a bell, the door opened, and [Nana]_n114 entered, returned from [her]_p329 evening out. [She]_p330 growled and sprang at the boy, who leapt lightly through the window. Again [Mrs Darling]_n115 screamed, this time in distress for him, for [she]_p331 thought [he]_p336 was killed, and [she]_p332 ran down into the street to look for [his]_p337 little body, but [it]_p338 was not there and [she]_p332 looked up, and in the black night [she]_p333 could see nothing but what [she]_p333 thought was a shooting star. [She]_p339 returned to the nursery, and found [Nana]_n116 with something in [her]_p340 mouth, which proved to be the boy's shadow.",8,,32,
barrie_peter_pan," As [he]_p341 leapt at the window [Nana]_n117 had closed [it]_p342 quickly, too late to catch him, but [his]_p344 shadow had not had time to get out slam went the window and snapped [it]_p343 off. [You]_p345 may be sure [Mrs Darling]_n118 examined the shadow carefully, but [it]_p346 was quite the ordinary kind. [Nana]_n119 had no doubt of what was the best thing to do with this shadow. [She]_p347 hung [it]_p348 out at the window, meaning. ""He is sure to come back for [it]_p349 let [us]_p352 put [it]_p350 where [he]_p353 can get [it]_p350 easily without disturbing the children. But unfortunately [Mrs Darling]_n120 could not leave [it]_p354 hanging out at the window, [it]_p355 looked so like the washing and lowered the whole tone of the house. [She]_p356 thought of showing [it]_p357 to [Mr Darling]_n121 , but [he]_p359 was totting up winter great-coats for [John]_n122 and [Michael]_n123 , with a wet towel around [his]_p361 head to keep [his]_p362 brain clear, and [it]_p358 seemed a shame to trouble [him]_p363 besides, [she]_p364 knew exactly what [he]_p360 would say:. ""It all comes of having a dog for a nurse. [She]_p365 decided to roll the shadow up and put [it]_p366 away carefully in a drawer, until a fitting opportunity came for telling [her]_p367 husband. Ah me! The opportunity came a week later, on that never-to-be-forgotten [Friday]_n124.",8,,27,
barrie_peter_pan," Of course [it]_p368 was a [Friday]_n125. ""I ought to have been specially careful on a [Friday]_n126 ,"". [she]_p369 used to say afterwards to [her]_p370 husband, while perhaps [Nana]_n127 was on the other side of her, holding [her]_p371 hand. ""No, no,"". [Mr Darling]_n128 always said,. ""I am responsible for [it]_p373 all. I, [George Darling]_n129 , did it. [MEA CULPA]_n130 , [MEA CULPA]_n131. "". [He]_p374 had had a classical education.",7,,6,
barrie_peter_pan," [They]_p375 sat thus night after night recalling that fatal [Friday]_n132 , till every detail of [it]_p376 was stamped on [their]_p377 brains and came through on the other side like the faces on a bad coinage. ""If only [I]_p378 had not accepted that invitation to dine at 27,"". [Mrs Darling]_n133 said. ""If only [I]_p379 had not poured [my]_p380 medicine into [Nana]_n134 's bowl,"". said [Mr Darling]_n135. ""If only [I]_p381 had pretended to like the medicine,"". was what [Nana]_n136 's wet eyes said. ""My liking for parties, [George]_n137. ""My fatal gift of humour, dearest. ""My touchiness about trifles, dear master and mistress.",6,,7,
barrie_peter_pan," Then one or more of [them]_p382 would break down altogether [Nana]_n138 at the thought,. ""It's true, it's true, [they]_p383 ought not to have had a dog for a nurse. "". Many a time [it]_p384 was [Mr Darling]_n139 who put the handkerchief to [Nana]_n140 's eyes. ""That fiend!"". [Mr Darling]_n141 would cry, and [Nana]_n142 's bark was the echo of it, but [Mrs Darling]_n143 never upbraided [Peter]_n144 there was something in the right-hand corner of [her]_p385 mouth that wanted [her]_p386 not to call [Peter]_n145 names. [They]_p387 would sit there in the empty nursery, recalling fondly every smallest detail of that dreadful evening. [It]_p388 had begun so uneventfully, so precisely like a hundred other evenings, with [Nana]_n146 putting on the water for [Michael]_n147 's bath and carrying [him]_p389 to [it]_p390 on [her]_p391 back. ""I won't go to bed,"". [he]_p392 had shouted, like one who still believed that [he]_p393 had the last word on the subject,.",10,,12,
barrie_peter_pan," ""I won't, [I]_p394 won't. [Nana]_n148 , [it]_p396 isn't six o'clock yet. Oh dear, oh dear, [I]_p397 shan't love [you]_p398 any more, [Nana]_n149. [I]_p399 tell [you]_p403 [I]_p400 won't be bathed, [I]_p400 won't, [I]_p401 won't! Then [Mrs Darling]_n150 had come in, wearing [her]_p404 white evening-gown. [She]_p405 had dressed early because [Wendy]_n151 so loved to see [her]_p406 in [her]_p407 evening-gown, with the necklace [George]_n152 had given her. [She]_p409 was wearing [Wendy]_n153 's bracelet on [her]_p410 arm [she]_p411 had asked for the loan of it. [Wendy]_n154 loved to lend [her]_p412 bracelet to [her]_p413 mother. [She]_p414 had found [her]_p415 two older children playing at being [herself]_p416 and father on the occasion of [Wendy]_n155 's birth, and [John]_n156 was saying:. ""I am happy to inform you, [Mrs Darling]_n157 , that [you]_p417 are now a mother, in just such a tone as [Mr Darling]_n158 [himself]_p419 may have used on the real occasion. [Wendy]_n159 had danced with joy, just as the real [Mrs Darling]_n160 must have done.",13,,23,
barrie_peter_pan," Then [John]_n161 was born, with the extra pomp that [he]_p420 conceived due to the birth of a male, and [Michael]_n162 came from [his]_p421 bath to ask to be born also, but [John]_n163 said brutally that [they]_p422 did not want any more. [Michael]_n164 had nearly cried. ""Nobody wants me,"". [he]_p423 said, and of course the [lady]_n165 in the evening-dress could not stand that. ""I do,"". [she]_p424 said,. ""I so want a third child. ""[Boy]_n166 or girl?"". asked [Michael]_n167 , not too hopefully. ""[Boy]_n168.",8,,5,
barrie_peter_pan," Then [he]_p425 had leapt into [her]_p426 arms. Such a little thing for Mr and [Mrs Darling]_n169 and [Nana]_n170 to recall now, but not so little if that was to be [Michael]_n171 's last night in the nursery. [They]_p427 go on with [their]_p428 recollections. ""It was then that [I]_p429 rushed in like a tornado, wasn't it?"". [Mr Darling]_n172 would say, scorning [himself]_p430 and indeed [he]_p431 had been like a tornado. Perhaps there was some excuse for him. He, too, had been dressing for the party, and all had gone well with [him]_p432 until [he]_p433 came to [his]_p434 tie. [It]_p435 is an astounding thing to have to tell, but this man, though [he]_p436 knew about stocks and shares, had no real mastery of [his]_p437 tie. Sometimes the thing yielded to [him]_p438 without a contest, but there were occasions when [it]_p439 would have been better for the house if [he]_p440 had swallowed [his]_p441 pride and used a made-up tie. This was such an occasion.",4,,17,
barrie_peter_pan," [He]_p442 came rushing into the nursery with the crumpled little brute of a tie in [his]_p443 hand. ""Why, what is the matter, father dear?. ""Matter!"". [he]_p444 yelled [he]_p445 really yelled. ""This tie, [it]_p446 will not tie. "". [He]_p447 became dangerously sarcastic. ""Not round [my]_p448 neck! Round the bed-post! Oh yes, twenty times have [I]_p450 made [it]_p451 up round the bed-post, but round [my]_p449 neck, no! Oh dear no! begs to be excused! [He]_p452 thought [Mrs Darling]_n173 was not sufficiently impressed, and [he]_p453 went on sternly,. ""I warn [you]_p459 of this, mother, that unless this tie is round [my]_p461 neck [we]_p462 don't go out to dinner [to-night]_n174 , and if [I]_p454 don't go out to dinner [to-night]_n175 , [I]_p455 never go to the office again, and if [I]_p455 don't go to the office again, [you]_p460 and [I]_p456 starve, and [our]_p463 children will be flung into the streets. Even then [Mrs Darling]_n176 was placid.",4,,21,
barrie_peter_pan," ""Let [me]_p464 try, dear,"". [she]_p465 said, and indeed that was what [he]_p467 had come to ask [her]_p468 to do, and with [her]_p469 nice cool hands [she]_p466 tied [his]_p470 tie for him, while the children stood around to see [their]_p471 fate decided. Some men would have resented [her]_p472 being able to do [it]_p474 so easily, but [Mr Darling]_n177 had far too fine a nature for that [he]_p475 thanked [her]_p473 carelessly, at once forgot [his]_p476 rage, and in another moment was dancing round the room with [Michael]_n178 on [his]_p477 back. ""How wildly [we]_p478 romped!"". says [Mrs Darling]_n179 now, recalling it. ""Our last romp!"". [Mr Darling]_n180 groaned. ""[O George]_n181 , do [you]_p479 remember [Michael]_n182 suddenly said to me, How did [you]_p480 get to know me, mother?'. ""I remember!. ""They were rather sweet, don't [you]_p481 think, [George]_n183 ?.",7,,18,
barrie_peter_pan," ""And [they]_p482 were ours, ours! and now [they]_p483 are gone. The romp had ended with the appearance of [Nana]_n184 , and most unluckily [Mr Darling]_n185 collided against her, covering [his]_p484 trousers with hairs. [They]_p485 were not only new trousers, but [they]_p486 were the first [he]_p487 had ever had with braid on them, and [he]_p488 had had to bite [his]_p489 lip to prevent the tears coming. Of course [Mrs Darling]_n186 brushed him, but [he]_p490 began to talk again about [its]_p491 being a mistake to have a dog for a nurse. ""[George]_n187 , [Nana]_n188 is a treasure. ""No doubt, but [I]_p492 have an uneasy feeling at times that [she]_p493 looks upon the children as puppies. ""Oh no, dear one, [I]_p494 feel sure [she]_p495 knows [they]_p496 have souls. ""I wonder,"". [Mr Darling]_n189 said thoughtfully,. ""I wonder.",6,,15,
barrie_peter_pan," "". [It]_p497 was an opportunity, [his]_p498 wife felt, for telling [him]_p499 about the boy. At first [he]_p500 pooh-poohed the story, but [he]_p501 became thoughtful when [she]_p502 showed [him]_p503 the shadow. ""It is nobody [I]_p504 know,"". [he]_p505 said, examining [it]_p506 carefully,. ""but [it]_p507 does look a scoundrel. ""We were still discussing it, [you]_p508 remember,"". says [Mr Darling]_n190 ,. ""when [Nana]_n191 came in with [Michael]_n192 's medicine. [You]_p509 will never carry the bottle in [your]_p510 mouth again, [Nana]_n193 , and [it]_p511 is all [my]_p512 fault.",4,,16,
barrie_peter_pan," Strong man though [he]_p513 was, there is no doubt that [he]_p514 had behaved rather foolishly over the medicine. If [he]_p515 had a weakness, [it]_p518 was for thinking that all [his]_p519 life [he]_p516 had taken medicine boldly, and so now, when [Michael]_n194 dodged the spoon in [Nana]_n195 's mouth, [he]_p516 had said reprovingly,. ""Be a man, [Michael]_n196. ""Won't won't!"". [Michael]_n197 cried naughtily. [Mrs Darling]_n198 left the room to get a chocolate for him, and [Mr Darling]_n199 thought this showed want of firmness. ""[Mother]_n200 , don't pamper him,"". [he]_p520 called after her. ""[Michael]_n201 , when [I]_p521 was [your]_p523 age [I]_p522 took medicine without a murmur. [I]_p524 said, Thank you, kind parents, for giving [me]_p525 bottles to make [me]_p526 well.",8,,14,
barrie_peter_pan," ' [He]_p527 really thought this was true, and [Wendy]_n202 , who was now in [her]_p528 night-gown, believed [it]_p529 also, and [she]_p530 said, to encourage [Michael]_n203 ,. ""That medicine [you]_p531 sometimes take, father, is much nastier, isn't it?. ""Ever so much nastier,"". [Mr Darling]_n204 said bravely,. ""and [I]_p532 would take [it]_p534 now as an example to you, [Michael]_n205 , if [I]_p533 hadn't lost the bottle. [He]_p535 had not exactly lost [it]_p536 [he]_p538 had climbed in the dead of night to the top of the wardrobe and hidden [it]_p537 there. What [he]_p539 did not know was that the faithful [Liza]_n206 had found it, and put [it]_p540 back on [his]_p542 wash-stand. ""I know where [it]_p543 is, father,"". [Wendy]_n207 cried, always glad to be of service. ""I'll bring it,"".",6,,16,
barrie_peter_pan," and [she]_p544 was off before [he]_p545 could stop her. Immediately [his]_p546 spirits sank in the strangest way. ""[John]_n208 ,"". [he]_p547 said, shuddering,. ""it's most beastly stuff. It's that nasty, sticky, sweet kind. ""It will soon be over, father,"". [John]_n209 said cheerily, and then in rushed [Wendy]_n210 with the medicine in a glass. ""I have been as quick as [I]_p548 could,"". [she]_p550 panted.",3,,6,
barrie_peter_pan," ""You have been wonderfully quick,"". [her]_p551 father retorted, with a vindictive politeness that was quite thrown away upon her. ""[Michael]_n211 first,"". [he]_p553 said doggedly. ""[Father]_n212 first,"". said [Michael]_n213 , who was of a suspicious nature. ""I shall be sick, [you]_p554 know,"". [Mr Darling]_n214 said threateningly. ""Come on, father,"". said [John]_n215.",5,,3,
